"Sexo","Ingresos","Gastos","Balance","TieneDeuda","EdadPrestamo","MontoPrestado","Cuotas","DarPrestamo","Prediccion_Lasso","Prediccion_Ridge"
"F",1134,556,578,0,66,431,4,"1",0.999430268629375,0.913934937491481
"F",1483,757,726,1,45,564,4,"0",0.000784616696588918,0.131619736104849
"F",1139,559,580,1,54,364,4,"0",0.000784616696588918,0.126722369263539
"F",1249,513,736,0,35,450,4,"1",0.999430268629375,0.912489341967473
"M",1265,646,619,0,30,380,4,"1",0.999430268629375,0.914318492718695
"M",1453,654,799,1,43,436,4,"0",0.000784616696588918,0.131492222560729
"M",1418,582,836,0,54,539,4,"1",0.999430268629375,0.916916942153095
"F",718,288,430,0,50,294,4,"1",0.999430268629375,0.90882058782566
"M",1143,538,605,0,28,343,4,"1",0.999430268629375,0.912840291195393
"F",1182,556,626,0,51,390,4,"1",0.999430268629375,0.912953457496167
"M",1394,670,724,1,69,516,4,"0",0.000784616696588918,0.134336662705486
"F",947,436,511,1,45,284,4,"0",0.000784616696588918,0.123229448195419
"M",547,258,289,0,37,213,4,"1",0.999430268629375,0.908461576669234
"F",1158,579,579,1,41,475,4,"0",0.000784616696588918,0.127190127808324
"F",516,217,299,0,27,212,4,"1",0.999430268629375,0.905607946920391
"F",689,304,385,1,30,234,4,"0",0.000784616696588918,0.119321433361574
"F",1169,562,607,1,46,456,4,"0",0.000784616696588918,0.127271369264535
"F",629,258,371,0,45,233,4,"1",0.999430268629375,0.907521077402732
"F",705,346,359,1,39,275,4,"0",0.000784616696588918,0.120829598399992
"F",1182,473,709,1,68,461,4,"0",0.000784616696588918,0.128305075502593
"F",544,278,266,1,45,190,4,"0",0.000784616696588918,0.119104709579457
"F",646,252,394,0,53,226,4,"1",0.999430268629375,0.907949623936801
"F",1070,471,599,0,24,353,4,"1",0.999430268629375,0.910225230622945
"F",618,266,352,1,57,192,4,"0",0.000784616696588918,0.120232833717009
"F",1353,623,730,1,34,514,4,"0",0.000784616696588918,0.128379579110223
"F",1236,495,741,0,21,420,4,"1",0.999430268629375,0.911312944691454
"F",544,251,293,0,41,201,4,"1",0.999430268629375,0.90667364013252
"F",647,318,329,0,19,265,4,"1",0.999430268629375,0.906727281678737
"F",1445,636,809,1,30,448,4,"0",0.000784616696588918,0.127895992898238
"F",938,366,572,0,33,375,4,"1",0.999430268629375,0.909775993583012
"F",677,285,392,0,20,217,4,"1",0.999430268629375,0.906273469205627
"M",565,277,288,1,28,220,4,"0",0.000784616696588918,0.120599074351818
"F",1449,696,753,0,27,493,4,"1",0.999430268629375,0.914198673095919
"F",1302,638,664,1,41,508,4,"0",0.000784616696588918,0.128750871764749
"F",1495,658,837,1,18,538,4,"0",0.000784616696588918,0.128379296893572
"M",698,343,355,0,34,258,4,"1",0.999430268629375,0.909736848635908
"F",637,319,318,1,56,261,4,"0",0.000784616696588918,0.121408079659966
"F",988,465,523,0,62,356,4,"1",0.999430268629375,0.912068449338286
"F",921,424,497,1,55,368,4,"0",0.000784616696588918,0.124654703807554
"F",537,258,279,1,45,172,4,"0",0.000784616696588918,0.118722997470513
"F",1467,749,718,0,31,572,4,"1",0.999430268629375,0.915404856872948
"F",682,301,381,1,33,259,4,"0",0.000784616696588918,0.119742373576682
"F",1079,540,539,0,40,367,4,"1",0.999430268629375,0.911712702563115
"F",1470,647,823,1,49,603,4,"0",0.000784616696588918,0.131314954532071
"F",520,224,296,1,53,187,4,"0",0.000784616696588918,0.119101892307866
"F",588,242,346,0,38,188,4,"1",0.999430268629375,0.906486119752974
"F",1001,471,530,0,45,360,4,"1",0.999430268629375,0.911230821945806
"F",1317,567,750,1,33,487,4,"0",0.000784616696588918,0.127342835488556
"F",892,393,499,1,27,277,4,"0",0.000784616696588918,0.121199145766058
"F",763,367,396,1,26,267,4,"0",0.000784616696588918,0.120224761659636
"M",1131,476,655,0,42,418,4,"1",0.999430268629375,0.91376298555124
"F",989,485,504,0,39,316,4,"1",0.999430268629375,0.910591738313892
"M",1063,532,531,1,27,372,4,"0",0.000784616696588918,0.126601432448089
"F",1387,597,790,1,26,458,4,"0",0.000784616696588918,0.12707947096242
"F",605,261,344,0,28,218,4,"1",0.999430268629375,0.906334328641762
"F",713,293,420,1,29,264,4,"0",0.000784616696588918,0.11957212501346
"F",1000,490,510,0,49,380,8,"1",0.999430268629375,0.896046980863189
"F",1385,693,692,0,43,526,4,"1",0.999430268629375,0.915089638366986
"F",1040,437,603,1,57,322,4,"0",0.000784616696588918,0.124975806697368
"F",1218,536,682,0,52,414,4,"1",0.999430268629375,0.913189921151218
"F",771,394,377,0,27,285,4,"1",0.999430268629375,0.908303207826215
"F",1404,660,744,0,40,534,4,"1",0.999430268629375,0.914847242454902
"F",1431,730,701,1,36,529,8,"0",0.000784616696588918,0.110894628536027
"F",1119,482,637,1,19,369,4,"0",0.000784616696588918,0.123354622349234
"F",640,314,326,0,21,192,4,"1",0.999430268629375,0.906187145179684
"F",905,381,524,1,20,326,4,"0",0.000784616696588918,0.121149098269579
"M",600,246,354,0,23,240,4,"1",0.999430268629375,0.907978034443768
"F",961,452,509,0,51,365,4,"1",0.999430268629375,0.911349279448036
"F",623,300,323,0,39,249,4,"1",0.999430268629375,0.907560708323689
"F",625,263,362,1,43,244,4,"0",0.000784616696588918,0.119749075752195
"F",903,443,460,1,28,289,4,"0",0.000784616696588918,0.121871503482306
"F",1071,493,578,0,24,343,4,"1",0.999430268629375,0.910291147139731
"F",1194,514,680,1,27,382,4,"0",0.000784616696588918,0.124716592356207
"F",881,388,493,1,27,308,4,"0",0.000784616696588918,0.121430959801913
"F",1016,458,558,0,48,406,4,"1",0.999430268629375,0.911730397966777
"F",1321,608,713,0,22,489,4,"1",0.999430268629375,0.912915812025455
"F",1179,519,660,0,40,448,4,"1",0.999430268629375,0.912553222229066
"M",828,406,422,0,54,315,4,"1",0.999430268629375,0.912167245655319
"F",724,348,376,0,48,224,4,"1",0.999430268629375,0.908552181512395
"F",706,325,381,1,40,275,4,"0",0.000784616696588918,0.120731122220438
"F",1475,723,752,0,39,502,4,"1",0.999430268629375,0.915170942023871
"F",551,282,269,1,41,187,4,"0",0.000784616696588918,0.118846710142648
"M",1026,493,533,0,48,400,4,"1",0.999430268629375,0.913709641935856
"M",1034,517,517,1,46,424,4,"0",0.000784616696588918,0.128368231278199
"F",551,232,319,1,42,176,4,"0",0.000784616696588918,0.118392414201952
"F",1379,566,813,1,27,469,4,"0",0.000784616696588918,0.126966050027151
"M",517,243,274,1,30,191,4,"0",0.000784616696588918,0.119946190142098
"F",1472,707,765,1,52,500,4,"0",0.000784616696588918,0.130954958617217
"F",1152,484,668,1,29,369,4,"0",0.000784616696588918,0.12427694173722
"F",670,289,381,1,40,235,4,"0",0.000784616696588918,0.119853896427873
"F",971,467,504,0,45,379,4,"1",0.999430268629375,0.911253224259882
"M",599,234,365,1,27,198,4,"0",0.000784616696588918,0.12008856904393
"F",1149,552,597,0,39,425,4,"1",0.999430268629375,0.912425652877821
"M",1263,619,644,0,25,493,4,"1",0.999430268629375,0.914737807401534
"F",1224,564,660,0,45,416,4,"1",0.999430268629375,0.913015620232577
"F",887,417,470,0,48,355,4,"1",0.999430268629375,0.9106225426611
"M",1201,601,600,1,51,420,4,"0",0.000784616696588918,0.130258717875303
"F",1264,569,695,0,63,404,4,"1",0.999430268629375,0.914075552652377
"M",502,236,266,0,54,161,4,"1",0.999430268629375,0.908717453119441
"M",839,403,436,1,45,277,4,"0",0.000784616696588918,0.124791301519279
"F",933,392,541,0,33,280,4,"1",0.999430268629375,0.909162446092126
"F",1293,647,646,0,51,530,4,"1",0.999430268629375,0.914966976226209
"F",599,276,323,0,45,204,4,"1",0.999430268629375,0.907295993080852
"F",1313,631,682,0,23,538,4,"1",0.999430268629375,0.913468986862546
"M",822,403,419,0,20,321,4,"1",0.999430268629375,0.910263301660982
"F",1422,598,824,0,53,526,4,"1",0.999430268629375,0.915165899280757
"F",969,378,591,1,43,291,4,"0",0.000784616696588918,0.122757698686302
"M",1038,468,570,1,49,343,4,"0",0.000784616696588918,0.127302244930763
"F",1028,401,627,1,49,319,4,"0",0.000784616696588918,0.123971657495255
"M",1253,589,664,1,30,376,4,"0",0.000784616696588918,0.128271002629423
"F",660,297,363,0,42,218,4,"1",0.999430268629375,0.907592061323364
"F",760,342,418,0,21,228,4,"1",0.999430268629375,0.907102057760793
"M",535,241,294,0,54,177,4,"1",0.999430268629375,0.908995440994643
"M",1457,627,830,0,54,568,4,"1",0.999430268629375,0.917528337700181
"M",570,257,313,1,48,234,4,"0",0.000784616696588918,0.122080731552226
"M",1390,584,806,0,36,500,4,"1",0.999430268629375,0.915585417639548
"F",1011,486,525,1,30,354,4,"0",0.000784616696588918,0.123564030130891
"M",993,418,575,0,28,328,4,"1",0.999430268629375,0.911453010039532
"M",816,392,424,1,52,286,4,"0",0.000784616696588918,0.125218283301209
"F",1275,510,765,0,51,472,4,"1",0.999430268629375,0.913611441999237
"F",717,337,380,1,50,265,4,"0",0.000784616696588918,0.121517460035279
"F",624,244,380,0,44,237,4,"1",0.999430268629375,0.907384677399029
"F",1150,483,667,0,22,460,4,"1",0.999430268629375,0.911315393640571
"M",1479,666,813,1,52,444,4,"0",0.000784616696588918,0.132533487098087
"F",1250,588,662,1,44,463,4,"0",0.000784616696588918,0.127802716559319
"F",1399,574,825,0,19,490,4,"1",0.999430268629375,0.912805255028248
"M",997,389,608,0,53,409,4,"1",0.999430268629375,0.91330578839481
"M",1290,542,748,0,43,490,4,"1",0.999430268629375,0.915301796042147
"M",935,421,514,1,53,337,4,"0",0.000784616696588918,0.126650377079855
"M",1315,632,683,1,43,487,4,"0",0.000784616696588918,0.131198400321948
"F",741,289,452,1,42,282,4,"0",0.000784616696588918,0.120805370195867
"M",526,269,257,1,47,195,4,"0",0.000784616696588918,0.121501053594824
"F",1211,473,738,1,37,472,4,"0",0.000784616696588918,0.126168016800597
"F",585,281,304,0,22,176,4,"1",0.999430268629375,0.905692152674702
"F",1388,583,805,1,19,444,4,"0",0.000784616696588918,0.126271491494325
"M",579,267,312,1,41,237,4,"0",0.000784616696588918,0.121716908915596
"F",1358,612,746,0,74,530,4,"1",0.999430268629375,0.916200135340119
"F",1336,642,694,0,20,534,4,"1",0.999430268629375,0.913418860002084
"F",781,344,437,0,31,242,4,"1",0.999430268629375,0.907888313807671
"F",850,434,416,1,34,340,4,"0",0.000784616696588918,0.122538001910389
"F",862,397,465,0,61,293,4,"1",0.999430268629375,0.91064893245329
"F",1334,534,800,1,38,547,4,"0",0.000784616696588918,0.128173225987988
"F",1242,497,745,0,20,460,4,"1",0.999430268629375,0.911606153606441
"F",1089,480,609,0,22,446,4,"1",0.999430268629375,0.910976711101288
"F",1242,510,732,1,73,397,4,"0",0.000784616696588918,0.128604461229977
"F",536,236,300,1,29,177,4,"0",0.000784616696588918,0.117429965820068
"M",914,457,457,1,20,320,4,"0",0.000784616696588918,0.124167964449976
"F",721,332,389,1,49,274,4,"0",0.000784616696588918,0.121513050515726
"F",1327,584,743,0,53,518,4,"1",0.999430268629375,0.914706483462357
"F",1439,634,805,0,52,590,4,"1",0.999430268629375,0.915873011980031
"M",1251,538,713,0,60,413,4,"1",0.999430268629375,0.915480941258826
"F",786,393,393,1,66,283,4,"0",0.000784616696588918,0.123694094435958
"F",600,258,342,0,31,222,4,"1",0.999430268629375,0.906506341013827
"F",1143,481,662,1,20,446,4,"0",0.000784616696588918,0.124349474235604
"F",1295,635,660,1,40,518,4,"0",0.000784616696588918,0.128722923582905
"M",1267,520,747,1,40,380,4,"0",0.000784616696588918,0.128546729128569
"M",766,383,383,1,30,276,4,"0",0.000784616696588918,0.123141697152603
"F",873,411,462,1,59,262,4,"0",0.000784616696588918,0.123496697134774
"F",928,372,556,1,28,343,4,"0",0.000784616696588918,0.121948008328766
"F",1199,516,683,0,31,408,4,"1",0.999430268629375,0.911786883893237
"M",942,471,471,0,53,386,4,"1",0.999430268629375,0.913458183925898
"F",863,406,457,1,36,268,4,"0",0.000784616696588918,0.121752000250828
"M",1413,650,763,0,56,509,4,"1",0.999430268629375,0.917193187903488
"M",631,247,384,1,62,215,4,"0",0.000784616696588918,0.123119015862299
"F",1076,420,656,0,47,366,4,"1",0.999430268629375,0.911319820061702
"M",516,217,299,1,21,170,4,"0",0.000784616696588918,0.118851177242936
"M",532,251,281,0,50,207,4,"1",0.999430268629375,0.909063521761126
"M",966,426,540,0,50,377,4,"1",0.999430268629375,0.913020798669265
"F",807,412,395,0,25,250,4,"1",0.999430268629375,0.908147282771157
"F",1295,583,712,0,20,492,4,"1",0.999430268629375,0.912583289659132
"F",560,230,330,1,45,190,4,"0",0.000784616696588918,0.118776768090614
"F",1451,697,754,0,63,493,4,"1",0.999430268629375,0.916153670247097
"F",519,224,295,0,41,176,4,"1",0.999430268629375,0.906195030428089
"F",803,362,441,1,24,241,4,"0",0.000784616696588918,0.11994541237429
"F",1252,626,626,1,52,463,4,"0",0.000784616696588918,0.128770796442148
"F",1462,615,847,1,60,497,4,"0",0.000784616696588918,0.130676612301107
"F",524,236,288,1,34,199,4,"0",0.000784616696588918,0.117961928976097
"F",1479,607,872,0,53,458,4,"1",0.999430268629375,0.914890758904728
"F",1164,536,628,1,32,384,4,"0",0.000784616696588918,0.125170163243947
"F",1087,479,608,1,21,348,4,"0",0.000784616696588918,0.123111018513291
"F",507,224,283,1,45,193,4,"0",0.000784616696588918,0.11852380876759
"F",753,354,399,1,32,271,4,"0",0.000784616696588918,0.12055402401957
"F",536,258,278,1,36,204,4,"0",0.000784616696588918,0.11839232159463
"F",648,331,317,0,51,207,4,"1",0.999430268629375,0.908208052235869
"F",1149,586,563,1,35,437,4,"0",0.000784616696588918,0.126336021454876
"F",511,220,291,1,28,153,4,"0",0.000784616696588918,0.116874720346534
"F",644,252,392,1,23,251,4,"0",0.000784616696588918,0.118355747266004
"F",1281,590,691,0,30,436,4,"1",0.999430268629375,0.912697391910694
"F",1413,566,847,1,37,495,4,"0",0.000784616696588918,0.128182678683186
"F",835,368,467,0,37,259,4,"1",0.999430268629375,0.908722545745175
"F",1000,440,560,1,39,370,4,"0",0.000784616696588918,0.123966520193486
"F",853,436,417,0,33,324,4,"1",0.999430268629375,0.909526740013739
"F",690,283,407,1,71,242,4,"0",0.000784616696588918,0.122258512375283
"M",723,326,397,1,26,246,4,"0",0.000784616696588918,0.121846385561841
"F",1431,659,772,1,49,544,4,"0",0.000784616696588918,0.130578459782453
"F",1416,595,821,0,24,425,4,"1",0.999430268629375,0.912764892327033
"M",516,258,258,1,32,186,4,"0",0.000784616696588918,0.120162467670138
"F",969,485,484,1,26,310,4,"0",0.000784616696588918,0.122599074895849
"M",536,226,310,1,58,198,4,"0",0.000784616696588918,0.122030699748715
"F",917,413,504,0,65,303,4,"1",0.999430268629375,0.911245106212111
"F",523,225,298,0,46,199,4,"1",0.999430268629375,0.906701731406868
"F",1410,635,775,1,30,451,4,"0",0.000784616696588918,0.127755199376725
"F",594,286,308,0,36,202,4,"1",0.999430268629375,0.906801125005376
"F",813,374,439,1,41,276,4,"0",0.000784616696588918,0.121710461627988
"F",769,308,461,1,56,269,4,"0",0.000784616696588918,0.121994167630447
"F",848,365,483,1,33,322,4,"0",0.000784616696588918,0.12167921638688
"F",1241,609,632,1,21,397,4,"0",0.000784616696588918,0.12546217606275
"F",684,322,362,1,58,233,4,"0",0.000784616696588918,0.121500930356919
"F",1033,465,568,0,24,424,4,"1",0.999430268629375,0.910626007843258
"M",1500,675,825,1,21,555,4,"0",0.000784616696588918,0.131493287447058
"F",1326,663,663,0,44,477,4,"1",0.999430268629375,0.914389980363837
"F",559,230,329,1,21,184,4,"0",0.000784616696588918,0.116976817643869
"F",996,429,567,1,31,329,4,"0",0.000784616696588918,0.12281828601787
"F",1225,564,661,1,19,453,4,"0",0.000784616696588918,0.125445799343678
"F",694,313,381,0,37,250,4,"1",0.999430268629375,0.907789921216395
"F",897,404,493,1,23,305,4,"0",0.000784616696588918,0.121310428402756
"M",1245,586,659,1,22,448,4,"0",0.000784616696588918,0.128373235845545
"F",583,286,297,1,35,227,4,"0",0.000784616696588918,0.118994876841304
"F",913,366,547,0,18,347,4,"1",0.999430268629375,0.908601748276954
"F",1062,510,552,1,30,435,4,"0",0.000784616696588918,0.12486793784351
"F",684,322,362,0,33,280,4,"1",0.999430268629375,0.907827460504135
"F",549,231,318,1,42,165,4,"0",0.000784616696588918,0.118262973634268
"F",542,250,292,1,37,179,4,"0",0.000784616696588918,0.118169801311202
"F",710,284,426,1,20,227,4,"0",0.000784616696588918,0.118448371703356
"F",614,258,356,1,35,252,4,"0",0.000784616696588918,0.119156091561586
"F",518,259,259,1,41,161,4,"0",0.000784616696588918,0.118244647608474
"F",933,439,494,1,48,327,4,"0",0.000784616696588918,0.12387290794097
"F",1494,733,761,0,63,583,4,"1",0.999430268629375,0.917183418177707
"F",1114,446,668,1,23,334,4,"0",0.000784616696588918,0.122953835145305
"M",797,351,446,0,41,263,4,"1",0.999430268629375,0.910568308157251
"F",952,457,495,1,37,333,4,"0",0.000784616696588918,0.123349760938744
"F",1027,452,575,0,39,308,4,"1",0.999430268629375,0.910445484006114
"F",850,366,484,1,35,332,4,"0",0.000784616696588918,0.12195017400934
"F",752,339,413,1,43,226,4,"0",0.000784616696588918,0.12076708718841
"F",1028,484,544,1,44,421,4,"0",0.000784616696588918,0.125400389113717
"F",800,352,448,0,24,264,4,"1",0.999430268629375,0.907781630115695
"F",1028,422,606,1,28,370,4,"0",0.000784616696588918,0.123112183155269
"M",811,317,494,0,57,251,4,"1",0.999430268629375,0.911204818620628
"F",756,341,415,0,25,272,4,"1",0.999430268629375,0.90767686479777
"M",1391,613,778,1,59,570,4,"0",0.000784616696588918,0.133604813278118
"M",517,218,299,0,25,207,4,"1",0.999430268629375,0.907344084733244
"M",1444,708,736,1,37,534,4,"0",0.000784616696588918,0.132560904047904
"M",1428,600,828,1,25,571,4,"0",0.000784616696588918,0.130964597987483
"F",908,454,454,1,50,300,4,"0",0.000784616696588918,0.123751424225438
"F",857,360,497,0,66,283,4,"1",0.999430268629375,0.910596205410513
"F",978,401,577,0,57,333,4,"1",0.999430268629375,0.911164254629865
"F",1296,532,764,0,41,492,4,"1",0.999430268629375,0.913424850725875
"F",542,244,298,1,33,211,4,"0",0.000784616696588918,0.118157034600722
"F",1499,615,884,1,55,450,4,"0",0.000784616696588918,0.129938250304444
"F",583,269,314,0,40,187,4,"1",0.999430268629375,0.906758827586661
"F",1453,727,726,0,42,509,4,"1",0.999430268629375,0.915338396956576
"F",929,456,473,1,57,325,4,"0",0.000784616696588918,0.124660596020318
"F",1047,430,617,1,29,346,4,"0",0.000784616696588918,0.123088568841683
"F",1331,626,705,1,32,532,4,"0",0.000784616696588918,0.128343948178401
"F",1032,434,598,0,34,351,4,"1",0.999430268629375,0.910406286536812
"F",844,363,481,1,65,279,4,"0",0.000784616696588918,0.123583956485436
"F",870,435,435,0,61,357,4,"1",0.999430268629375,0.911428295556575
"F",1297,558,739,1,32,519,4,"0",0.000784616696588918,0.127440724288581
"M",1155,486,669,0,25,381,4,"1",0.999430268629375,0.912682650628394
"F",1059,477,582,1,32,434,4,"0",0.000784616696588918,0.12470954721047
"F",1170,562,608,1,55,351,4,"0",0.000784616696588918,0.12682958317524
"M",667,341,326,0,29,200,4,"1",0.999430268629375,0.908860879591325
"M",1287,567,720,1,21,438,4,"0",0.000784616696588918,0.128215839920909
"F",631,266,365,1,40,227,4,"0",0.000784616696588918,0.119406017893037
"M",690,332,358,0,45,207,4,"1",0.999430268629375,0.909855207673368
"F",1206,483,723,1,29,482,4,"0",0.000784616696588918,0.125727727364847
"F",929,391,538,1,41,353,4,"0",0.000784616696588918,0.123191541952651
"F",829,407,422,1,20,315,4,"0",0.000784616696588918,0.120912493890752
"F",987,474,513,1,55,306,4,"0",0.000784616696588918,0.124728763109657
"F",1478,680,798,1,22,606,4,"0",0.000784616696588918,0.129554814853918
"F",1109,466,643,0,20,366,4,"1",0.999430268629375,0.910204194124567
"F",1472,678,794,0,35,559,4,"1",0.999430268629375,0.915101613857987
"F",1198,504,694,0,19,431,4,"1",0.999430268629375,0.911215618195684
"M",1451,581,870,0,35,435,4,"1",0.999430268629375,0.915219714947445
"M",891,348,543,1,20,330,4,"0",0.000784616696588918,0.123232308503117
"M",610,287,323,1,40,226,4,"0",0.000784616696588918,0.121836876978437
"F",1389,667,722,0,66,417,4,"1",0.999430268629375,0.915355092245219
"F",677,339,338,0,43,223,4,"1",0.999430268629375,0.908029872140806
"F",525,210,315,1,46,184,4,"0",0.000784616696588918,0.118467808359792
"F",872,375,497,0,27,340,4,"1",0.999430268629375,0.908979123369089
"F",737,295,442,0,47,280,4,"1",0.999430268629375,0.908646500361281
"F",710,299,411,1,37,241,4,"0",0.000784616696588918,0.119957676435497
"F",1338,643,695,0,24,415,4,"1",0.999430268629375,0.912727719790575
"F",572,235,337,1,76,217,4,"0",0.000784616696588918,0.121428406937888
"F",951,447,504,0,24,314,4,"1",0.999430268629375,0.909343405269178
"F",911,374,537,0,50,337,4,"1",0.999430268629375,0.910397021559467
"F",685,302,383,1,25,281,4,"0",0.000784616696588918,0.119405458987728
"F",990,436,554,0,49,396,4,"1",0.999430268629375,0.911478547595347
"F",784,322,462,0,23,251,4,"1",0.999430268629375,0.907360419810244
"F",2632,1264,1368,0,28,790,4,"1",0.999430268629375,0.923490535658963
"F",2867,1291,1576,0,43,1003,4,"1",0.999430268629375,0.926497139419131
"M",2900,1160,1740,1,23,1044,4,"0",0.000784616696588918,0.149184436534359
"M",2665,1306,1359,1,46,1066,4,"0",0.000784616696588918,0.151714258883063
"F",2830,1161,1669,0,70,1104,4,"1",0.999430268629375,0.927632307379011
"F",2570,1131,1439,1,61,771,4,"0",0.000784616696588918,0.144328270551404
"F",2640,1109,1531,0,22,1003,4,"1",0.999430268629375,0.923824542583294
"F",2199,990,1209,1,19,902,4,"0",0.000784616696588918,0.139074557515928
"F",2010,885,1125,0,41,744,4,"1",0.999430268629375,0.919751921844418
"F",2165,931,1234,0,58,693,4,"1",0.999430268629375,0.920998530784555
"F",1770,903,867,0,41,690,4,"1",0.999430268629375,0.918713191714568
"M",1940,970,970,0,58,582,4,"1",0.999430268629375,0.921358906170333
"F",2556,1227,1329,1,61,1048,4,"0",0.000784616696588918,0.148595944970989
"F",1570,691,879,1,57,628,4,"0",0.000784616696588918,0.133118203606047
"F",1200,552,648,1,46,444,4,"0",0.000784616696588918,0.127198178503608
"F",1035,456,579,0,55,414,4,"1",0.999430268629375,0.912235456747067
"M",843,380,463,0,61,253,4,"1",0.999430268629375,0.91195605591835
"F",1009,505,504,0,27,353,4,"1",0.999430268629375,0.910405276832554
"M",1046,503,543,0,52,356,4,"1",0.999430268629375,0.913718222065356
"F",684,336,348,1,22,219,4,"0",0.000784616696588918,0.118828053709225
"F",674,311,363,1,53,256,4,"0",0.000784616696588918,0.121232504007054
"F",1245,498,747,1,55,374,4,"0",0.000784616696588918,0.126867765909066
"M",1160,546,614,0,23,348,4,"1",0.999430268629375,0.912710204554177
"F",588,242,346,0,54,218,4,"1",0.999430268629375,0.907671008478677
"F",710,284,426,0,21,291,4,"1",0.999430268629375,0.907056593549574
"F",673,276,397,0,36,215,4,"1",0.999430268629375,0.907123025026559
"F",549,275,274,0,55,214,4,"1",0.999430268629375,0.907777633001562
"F",1689,744,945,1,23,625,4,"0",0.000784616696588918,0.131430889136947
"F",1595,782,813,0,18,654,4,"1",0.999430268629375,0.915946283460598
"F",2500,1175,1325,0,21,775,4,"1",0.999430268629375,0.922140076297589
"M",2065,868,1197,1,18,723,4,"0",0.000784616696588918,0.137725836687685
"M",2180,872,1308,1,19,807,4,"0",0.000784616696588918,0.139407799280117
"F",2169,1042,1127,1,48,759,4,"0",0.000784616696588918,0.140156860803602
"F",2524,1061,1463,1,24,782,4,"0",0.000784616696588918,0.14040551506644
"F",2668,1201,1467,1,46,800,4,"0",0.000784616696588918,0.144587702897362
"F",1561,781,780,0,42,578,4,"1",0.999430268629375,0.916539117181478
"F",1601,753,848,0,47,480,4,"1",0.999430268629375,0.916028910359372
"F",2550,1275,1275,0,26,969,4,"1",0.999430268629375,0.92444223864232
"F",799,344,455,1,31,272,4,"0",0.000784616696588918,0.120612547183793
"F",1170,480,690,1,30,445,4,"0",0.000784616696588918,0.125213641842922
"M",503,232,271,1,38,181,4,"0",0.000784616696588918,0.120275744049085
"M",1037,488,549,0,62,332,4,"1",0.999430268629375,0.913956922538603
"F",645,317,328,1,35,245,4,"0",0.000784616696588918,0.11971347161625
"F",643,296,347,0,45,264,4,"1",0.999430268629375,0.908076705706434
"F",882,424,458,1,51,318,4,"0",0.000784616696588918,0.123641081240256
"F",519,213,306,1,39,187,4,"0",0.000784616696588918,0.117989614131204
"F",1292,530,762,1,45,426,4,"0",0.000784616696588918,0.127162879512822
"F",1214,547,667,1,25,364,4,"0",0.000784616696588918,0.124750160225928
"F",1198,611,587,1,69,359,4,"0",0.000784616696588918,0.128564993716401
"F",1367,684,683,0,45,506,4,"1",0.999430268629375,0.914930888837943
"F",1423,570,853,1,43,427,4,"0",0.000784616696588918,0.127987384309501
"F",2094,985,1109,0,22,712,4,"1",0.999430268629375,0.919391987291095
"F",2543,1094,1449,1,32,890,4,"0",0.000784616696588918,0.142781992724088
"F",2552,1225,1327,0,42,817,4,"1",0.999430268629375,0.923906784439191
"F",2004,802,1202,1,26,802,4,"0",0.000784616696588918,0.135748874154823
"F",2032,915,1117,0,54,610,4,"1",0.999430268629375,0.919694459034373
"M",2559,1126,1433,0,41,844,4,"1",0.999430268629375,0.925068009901908
"F",2046,1003,1043,0,38,655,4,"1",0.999430268629375,0.919757351481891
"M",2089,857,1232,0,31,731,4,"1",0.999430268629375,0.920861532619628
"F",2687,1129,1558,1,38,914,4,"0",0.000784616696588918,0.144673887465597
"F",2936,1498,1438,0,29,1086,4,"1",0.999430268629375,0.927694577600853
"F",2789,1256,1533,0,59,948,4,"1",0.999430268629375,0.926474572076171
"F",1208,617,591,1,39,411,4,"0",0.000784616696588918,0.126909098286094
"M",1364,560,804,0,37,450,4,"1",0.999430268629375,0.915027235516524
"M",1183,592,591,0,43,485,4,"1",0.999430268629375,0.915220922516357
"F",713,336,377,1,47,271,4,"0",0.000784616696588918,0.121331224366654
"M",1400,630,770,1,48,434,4,"0",0.000784616696588918,0.13139402148456
"F",1046,461,585,1,29,429,4,"0",0.000784616696588918,0.124230956630962
"M",756,310,446,1,21,310,4,"0",0.000784616696588918,0.122158734179485
"F",1120,560,560,1,70,358,4,"0",0.000784616696588918,0.127812002646072
"F",818,369,449,0,18,245,4,"1",0.999430268629375,0.907452672044052
"F",799,312,487,1,20,264,4,"0",0.000784616696588918,0.119454351517606
"F",1493,732,761,1,73,552,4,"0",0.000784616696588918,0.133543313870535
"M",519,250,269,1,20,166,4,"0",0.000784616696588918,0.119024682387181
"F",1151,495,656,0,53,345,4,"1",0.999430268629375,0.912222779353281
"F",2764,1382,1382,0,36,1133,4,"1",0.999430268629375,0.927224451021983
"F",1506,769,737,1,18,587,4,"0",0.000784616696588918,0.129960883352854
"F",944,454,490,0,23,330,4,"1",0.999430268629375,0.90943659641248
"F",1073,462,611,1,41,440,4,"0",0.000784616696588918,0.125392804743273
"F",550,220,330,1,31,204,4,"0",0.000784616696588918,0.117778271501744
"F",1449,609,840,1,61,580,4,"0",0.000784616696588918,0.131564962493898
"F",1029,443,586,0,44,412,4,"1",0.999430268629375,0.911502143952885
"F",974,449,525,0,33,351,4,"1",0.999430268629375,0.910246758538095
"F",873,402,471,0,19,340,4,"1",0.999430268629375,0.908699263249513
"M",972,428,544,0,19,350,4,"1",0.999430268629375,0.911113863000072
